Date;Heure PM Matin;Hauteur PM Matin (m);Heure PM Soir;Hauteur PM Soir (m);Heure BM Matin;Hauteur BM Matin (m);Heure BM Soir;Hauteur BM Soir (m);Coeff. Maree Matin;Coeff. Maree Soir
16/12/2020;12:03:00;9.2; ;  ;07:02:00;1.25;19:29:00;1.09;97;
17/12/2020;00:31:00;9.04;12:49:00;9.05;07:47:00;1.36;20:13:00;1.23;95;92
18/12/2020;01:15:00;8.84;13:34:00;8.78;08:29:00;1.57;20:54:00;1.5;88;83
19/12/2020;01:58:00;8.54;14:18:00;8.41;09:11:00;1.87;21:34:00;1.86;78;72
20/12/2020;02:40:00;8.16;15:03:00;7.98;09:53:00;2.22;22:15:00;2.24;67;61
21/12/2020;03:25:00;7.77;15:52:00;7.56;10:38:00;2.55;23:00:00;2.58;56;51
22/12/2020;04:18:00;7.41;16:52:00;7.22;11:28:00;2.82;23:51:00;2.84;47;43
23/12/2020;05:22:00;7.18;18:03:00;7.06;12:26:00;2.96; ;  ;41;40
24/12/2020;06:33:00;7.16;19:09:00;7.13;00:51:00;2.97;13:32:00;2.95;40;42
25/12/2020;07:34:00;7.33;20:05:00;7.36;01:58:00;2.92;14:39:00;2.77;44;47
26/12/2020;08:26:00;7.61;20:54:00;7.65;03:03:00;2.71;15:37:00;2.49;50;54
27/12/2020;09:11:00;7.9;21:37:00;7.94;03:58:00;2.43;16:26:00;2.22;58;62
28/12/2020;09:52:00;8.15;22:16:00;8.17;04:43:00;2.17;17:08:00;1.99;65;69
29/12/2020;10:28:00;8.35;22:52:00;8.36;05:24:00;1.97;17:47:00;1.81;71;74
30/12/2020;11:03:00;8.5;23:28:00;8.5;06:01:00;1.81;18:25:00;1.66;76;78
